Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
saking bosennya dirumah mulu alhasil ngubekngubek lemari buku trs baca ulang novel jaman kuliah yg rerata metropop sukses bikin pengen tlpn suami pdhl doi masih kuliah daring,"['saking', 'bosennya', 'dirumah', 'mulu', 'alhasil', 'ngubekngubek', 'lemari', 'buku', 'trs', 'baca', 'ulang', 'novel', 'jaman', 'kuliah', 'yg', 'rerata', 'metropop', 'sukses', 'bikin', 'pengen', 'tlpn', 'suami', 'pdhl', 'doi', 'masih', 'kuliah', 'daring']","['saking', 'bosennya', 'dirumah', 'melulu', 'alhasil', 'ngubekngubek', 'lemari', 'buku', 'terus', 'baca', 'ulang', 'novel', 'jaman', 'kuliah', 'yang', 'rerata', 'metropop', 'sukses', 'membuat', 'ingin', 'telepon', 'suami', 'padahal', 'dia', 'masih', 'kuliah', 'daring']","['saking', 'bosennya', 'dirumah', 'melulu', 'alhasil', 'ngubekngubek', 'lemari', 'buku', 'baca', 'ulang', 'novel', 'jaman', 'rerata', 'metropop', 'sukses', 'telepon', 'suami']","['saking', 'bosennya', 'rumah', 'melulu', 'alhasil', 'ngubekngubek', 'lemari', 'buku', 'baca', 'ulang', 'novel', 'jaman', 'rerata', 'metropop', 'sukses', 'telepon', 'suami']",1
pattalassang serda syafaruddin ba jaga koramil ptl melaksanakan pendampingan terhadap siswi yang sedang belajar secara daring di rumah internet gratis yang disediakan oleh koramil ptl kel bajeng kec pattallassang kab takalar selasa,"['pattalassang', 'serda', 'syafaruddin', 'ba', 'jaga', 'koramil', 'ptl', 'melaksanakan', 'pendampingan', 'terhadap', 'siswi', 'yang', 'sedang', 'belajar', 'secara', 'daring', 'di', 'rumah', 'internet', 'gratis', 'yang', 'disediakan', 'oleh', 'koramil', 'ptl', 'kel', 'bajeng', 'kec', 'pattallassang', 'kab', 'takalar', 'selasa']","['pattalassang', 'serda', 'syafaruddin', 'ba', 'jaga', 'koramil', 'ptl', 'melaksanakan', 'pendampingan', 'terhadap', 'siswi', 'yang', 'sedang', 'belajar', 'secara', 'daring', 'di', 'rumah', 'internet', 'gratis', 'yang', 'disediakan', 'oleh', 'koramil', 'ptl', 'kelurahan', 'bajeng', 'kecamatan', 'pattallassang', 'kabupaten', 'takalar', 'selasa']","['pattalassang', 'serda', 'syafaruddin', 'ba', 'jaga', 'koramil', 'ptl', 'melaksanakan', 'pendampingan', 'siswi', 'rumah', 'internet', 'gratis', 'disediakan', 'koramil', 'ptl', 'kelurahan', 'bajeng', 'kecamatan', 'pattallassang', 'kabupaten', 'takalar', 'selasa']","['pattalassang', 'serda', 'syafaruddin', 'ba', 'jaga', 'koramil', 'ptl', 'laksana', 'damping', 'siswi', 'rumah', 'internet', 'gratis', 'sedia', 'koramil', 'ptl', 'lurah', 'bajeng', 'camat', 'pattallassang', 'kabupaten', 'takalar', 'selasa']",1
alasan nya karna aku daring jadi butuh hp yang ram nya banyak dan hp nya gak gak lemot jadi butuh banget buat daring jadi kalau ada tugas atau belajar jadi lancar hp realme soalnya bagus banget jadi cocok buat anak sekolah atau buat foto tugas,"['alasan', 'nya', 'karna', 'aku', 'daring', 'jadi', 'butuh', 'hp', 'yang', 'ram', 'nya', 'banyak', 'dan', 'hp', 'nya', 'gak', 'gak', 'lemot', 'jadi', 'butuh', 'banget', 'buat', 'daring', 'jadi', 'kalau', 'ada', 'tugas', 'atau', 'belajar', 'jadi', 'lancar', 'hp', 'realme', 'soalnya', 'bagus', 'banget', 'jadi', 'cocok', 'buat', 'anak', 'sekolah', 'atau', 'buat', 'foto', 'tugas']","['alasan', 'nya', 'karena', 'aku', 'daring', 'jadi', 'butuh', 'hp', 'yang', 'ram', 'nya', 'banyak', 'dan', 'hp', 'nya', 'tidak', 'tidak', 'lambat', 'jadi', 'butuh', 'sekali', 'buat', 'daring', 'jadi', 'kalau', 'ada', 'tugas', 'atau', 'belajar', 'jadi', 'lancar', 'hp', 'realme', 'soalnya', 'bagus', 'sekali', 'jadi', 'cocok', 'buat', 'anak', 'sekolah', 'atau', 'buat', 'foto', 'tugas']","['alasan', 'nya', 'butuh', 'hp', 'ram', 'nya', 'hp', 'nya', 'lambat', 'butuh', 'tugas', 'lancar', 'hp', 'realme', 'bagus', 'cocok', 'anak', 'foto', 'tugas']","['alas', 'nya', 'butuh', 'hp', 'ram', 'nya', 'hp', 'nya', 'lambat', 'butuh', 'tugas', 'lancar', 'hp', 'realme', 'bagus', 'cocok', 'anak', 'foto', 'tugas']",1
ini yang kuliah daring kalo ada praktikum kayak gimana ya gw yg waktu itu praktikum dibimbing aja suka kelabakan,"['ini', 'yang', 'kuliah', 'daring', 'kalo', 'ada', 'praktikum', 'kayak', 'gimana', 'ya', 'gw', 'yg', 'waktu', 'itu', 'praktikum', 'dibimbing', 'aja', 'suka', 'kelabakan']","['ini', 'yang', 'kuliah', 'daring', 'kalau', 'ada', 'praktikum', 'seperti', 'bagaimana', 'iya', 'saya', 'yang', 'waktu', 'itu', 'praktikum', 'dibimbing', 'saja', 'suka', 'kelabakan']","['praktikum', 'praktikum', 'dibimbing', 'suka', 'kelabakan']","['praktikum', 'praktikum', 'bimbing', 'suka', 'laba']",1
daring deh kak yaamfun makin bodoh aku klo sekolah ditunda jdi daring ajaa,"['daring', 'deh', 'kak', 'yaamfun', 'makin', 'bodoh', 'aku', 'klo', 'sekolah', 'ditunda', 'jdi', 'daring', 'ajaa']","['daring', 'deh', 'kak', 'yaamfun', 'makin', 'bodoh', 'aku', 'kalau', 'sekolah', 'ditunda', 'jadi', 'daring', 'ajaa']","['deh', 'kak', 'yaamfun', 'bodoh', 'ditunda', 'ajaa']","['deh', 'kak', 'yaamfun', 'bodoh', 'tunda', 'ajaa']",-1
baru kli ini zoom dari sekolah setahun daring gk pernah tu zoom an wkwk,"['baru', 'kli', 'ini', 'zoom', 'dari', 'sekolah', 'setahun', 'daring', 'gk', 'pernah', 'tu', 'zoom', 'an', 'wkwk']","['baru', 'kli', 'ini', 'zoom', 'dari', 'sekolah', 'setahun', 'daring', 'tidak', 'pernah', 'itu', 'zoom', 'an', 'tertawa']","['kli', 'zoom', 'setahun', 'zoom', 'an', 'tertawa']","['kli', 'zoom', 'tahun', 'zoom', 'an', 'tertawa']",1
sumpah akhir ini ngerasa talk first think later jd merasa bersalah anjim merasa akhir ini toxic bgt diriku dan lost rol kek emang kudu rest to all medsos and get refreshing tapi tapi kuliah daring gabisa ninggal medsos tau malah ketinggalan info,"['sumpah', 'akhir', 'ini', 'ngerasa', 'talk', 'first', 'think', 'later', 'jd', 'merasa', 'bersalah', 'anjim', 'merasa', 'akhir', 'ini', 'toxic', 'bgt', 'diriku', 'dan', 'lost', 'rol', 'kek', 'emang', 'kudu', 'rest', 'to', 'all', 'medsos', 'and', 'get', 'refreshing', 'tapi', 'tapi', 'kuliah', 'daring', 'gabisa', 'ninggal', 'medsos', 'tau', 'malah', 'ketinggalan', 'info']","['sumpah', 'akhir', 'ini', 'merasa', 'talk', 'first', 'think', 'later', 'jadi', 'merasa', 'bersalah', 'anjim', 'merasa', 'akhir', 'ini', 'toxic', 'sekali', 'diriku', 'dan', 'lost', 'rol', 'seperti', 'memang', 'harus', 'rest', 'to', 'all', 'medsos', 'and', 'get', 'refreshing', 'tapi', 'tapi', 'kuliah', 'daring', 'tidak bisa', 'ninggal', 'medsos', 'tahu', 'bahkan', 'ketinggalan', 'informasi']","['sumpah', 'talk', 'first', 'think', 'later', 'bersalah', 'anjim', 'toxic', 'diriku', 'lost', 'rol', 'rest', 'to', 'all', 'medsos', 'and', 'get', 'refreshing', 'tidak bisa', 'ninggal', 'medsos', 'ketinggalan', 'informasi']","['sumpah', 'talk', 'first', 'think', 'later', 'salah', 'anjim', 'toxic', 'diri', 'lost', 'rol', 'rest', 'to', 'all', 'medsos', 'and', 'get', 'refreshing', 'tidak bisa', 'ninggal', 'medsos', 'tinggal', 'informasi']",-1
mau cerita sedikit awalnya aku suka sama si b tu pas pertama kali ketemu kita waktu itu kebetulan satu kelompok belajar gt kan nah kbm saat itu masi dilaksanakan secara daring ya jadi bener sedikit bgt tau muka temen temen satu kelass,"['mau', 'cerita', 'sedikit', 'awalnya', 'aku', 'suka', 'sama', 'si', 'b', 'tu', 'pas', 'pertama', 'kali', 'ketemu', 'kita', 'waktu', 'itu', 'kebetulan', 'satu', 'kelompok', 'belajar', 'gt', 'kan', 'nah', 'kbm', 'saat', 'itu', 'masi', 'dilaksanakan', 'secara', 'daring', 'ya', 'jadi', 'bener', 'sedikit', 'bgt', 'tau', 'muka', 'temen', 'temen', 'satu', 'kelass']","['mau', 'cerita', 'sedikit', 'awalnya', 'aku', 'suka', 'sama', 'si', 'biasa', 'itu', 'pas', 'pertama', 'kali', 'ketemu', 'kita', 'waktu', 'itu', 'kebetulan', 'satu', 'kelompok', 'belajar', 'begitu', 'kan', 'nah', 'kbm', 'saat', 'itu', 'masih', 'dilaksanakan', 'secara', 'daring', 'iya', 'jadi', 'benar', 'sedikit', 'sekali', 'tahu', 'muka', 'teman', 'teman', 'satu', 'kelass']","['cerita', 'suka', 'si', 'pas', 'kali', 'ketemu', 'kelompok', 'kbm', 'dilaksanakan', 'muka', 'teman', 'teman', 'kelass']","['cerita', 'suka', 'si', 'pas', 'kali', 'ketemu', 'kelompok', 'kbm', 'laksana', 'muka', 'teman', 'teman', 'kelass']",1
jelaslah mereka happy kan bisa ketemu sama temanteman lagi bisa main bareng mereka lagi bosen tau mereka sekolah daring mulu,"['jelaslah', 'mereka', 'happy', 'kan', 'bisa', 'ketemu', 'sama', 'temanteman', 'lagi', 'bisa', 'main', 'bareng', 'mereka', 'lagi', 'bosen', 'tau', 'mereka', 'sekolah', 'daring', 'mulu']","['jelaslah', 'mereka', 'bahagia', 'kan', 'bisa', 'ketemu', 'sama', 'teman teman', 'lagi', 'bisa', 'main', 'bareng', 'mereka', 'lagi', 'bosan', 'tahu', 'mereka', 'sekolah', 'daring', 'melulu']","['bahagia', 'ketemu', 'teman teman', 'main', 'bareng', 'bosan', 'melulu']","['bahagia', 'ketemu', 'teman teman', 'main', 'bareng', 'bosan', 'melulu']",1
ngakak sih sama sistem pendidikan sekarang un dihapus sih memang tapi ujian akhirnya matpel malah banyak kali muatan pelajarannya dari kelas gak kebayang yg belajar daring gimana belajar tatap muka jam aja masih gak efisien duh,"['ngakak', 'sih', 'sama', 'sistem', 'pendidikan', 'sekarang', 'un', 'dihapus', 'sih', 'memang', 'tapi', 'ujian', 'akhirnya', 'matpel', 'malah', 'banyak', 'kali', 'muatan', 'pelajarannya', 'dari', 'kelas', 'gak', 'kebayang', 'yg', 'belajar', 'daring', 'gimana', 'belajar', 'tatap', 'muka', 'jam', 'aja', 'masih', 'gak', 'efisien', 'duh']","['tertawa', 'sih', 'sama', 'sistem', 'pendidikan', 'sekarang', 'un', 'dihapus', 'sih', 'memang', 'tapi', 'ujian', 'akhirnya', 'matpel', 'bahkan', 'banyak', 'kali', 'muatan', 'pelajarannya', 'dari', 'kelas', 'tidak', 'kebayang', 'yang', 'belajar', 'daring', 'bagaimana', 'belajar', 'tatap', 'muka', 'jam', 'saja', 'masih', 'tidak', 'efisien', 'aduh']","['tertawa', 'sih', 'sistem', 'pendidikan', 'un', 'dihapus', 'sih', 'ujian', 'matpel', 'kali', 'muatan', 'pelajarannya', 'kelas', 'kebayang', 'tatap', 'muka', 'jam', 'efisien', 'aduh']","['tertawa', 'sih', 'sistem', 'didik', 'un', 'hapus', 'sih', 'uji', 'matpel', 'kali', 'muat', 'ajar', 'kelas', 'bayang', 'tatap', 'muka', 'jam', 'efisien', 'aduh']",-1
buat yang mau belajar teknik vokalnyanyi kakak saya buka kelas privat daring,"['buat', 'yang', 'mau', 'belajar', 'teknik', 'vokalnyanyi', 'kakak', 'saya', 'buka', 'kelas', 'privat', 'daring']","['buat', 'yang', 'mau', 'belajar', 'teknik', 'vokalnyanyi', 'kakak', 'saya', 'buka', 'kelas', 'privat', 'daring']","['teknik', 'vokalnyanyi', 'kakak', 'buka', 'kelas', 'privat']","['teknik', 'vokalnyanyi', 'kakak', 'buka', 'kelas', 'privat']",1
siklusnya gitu aja terus pengusaha menghindari pajak aparat korupsi hasil pajak petani tep menjual panen dengan harga murah dan si bocah nih anak petani bisa punya android untuk belajar daring aja dah syukur sampai kapan pembiaran itu akan berlanjut,"['siklusnya', 'gitu', 'aja', 'terus', 'pengusaha', 'menghindari', 'pajak', 'aparat', 'korupsi', 'hasil', 'pajak', 'petani', 'tep', 'menjual', 'panen', 'dengan', 'harga', 'murah', 'dan', 'si', 'bocah', 'nih', 'anak', 'petani', 'bisa', 'punya', 'android', 'untuk', 'belajar', 'daring', 'aja', 'dah', 'syukur', 'sampai', 'kapan', 'pembiaran', 'itu', 'akan', 'berlanjut']","['siklusnya', 'begitu', 'saja', 'terus', 'pengusaha', 'menghindari', 'pajak', 'aparat', 'korupsi', 'hasil', 'pajak', 'petani', 'tep', 'menjual', 'panen', 'dengan', 'harga', 'murah', 'dan', 'si', 'bocah', 'ini', 'anak', 'petani', 'bisa', 'punya', 'android', 'untuk', 'belajar', 'daring', 'saja', 'deh', 'syukur', 'sampai', 'kapan', 'pembiaran', 'itu', 'akan', 'berlanjut']","['siklusnya', 'pengusaha', 'menghindari', 'pajak', 'aparat', 'korupsi', 'hasil', 'pajak', 'petani', 'tep', 'menjual', 'panen', 'harga', 'murah', 'si', 'bocah', 'anak', 'petani', 'android', 'deh', 'syukur', 'pembiaran', 'berlanjut']","['siklus', 'usaha', 'hindar', 'pajak', 'aparat', 'korupsi', 'hasil', 'pajak', 'tani', 'tep', 'jual', 'panen', 'harga', 'murah', 'si', 'bocah', 'anak', 'tani', 'android', 'deh', 'syukur', 'biar', 'lanjut']",1
pertama aku anak sekolah gak bisa subscribe phi gulf karena anak sekolah yang terbatas daring gak dapet uang jajan aku pengen biar bisa ngesupport semua projectnya phi gulf mau bantu ikut streaming video videonya kadang cuma bantu ngeup lewat rtan aja sama ssan,"['pertama', 'aku', 'anak', 'sekolah', 'gak', 'bisa', 'subscribe', 'phi', 'gulf', 'karena', 'anak', 'sekolah', 'yang', 'terbatas', 'daring', 'gak', 'dapet', 'uang', 'jajan', 'aku', 'pengen', 'biar', 'bisa', 'ngesupport', 'semua', 'projectnya', 'phi', 'gulf', 'mau', 'bantu', 'ikut', 'streaming', 'video', 'videonya', 'kadang', 'cuma', 'bantu', 'ngeup', 'lewat', 'rtan', 'aja', 'sama', 'ssan']","['pertama', 'aku', 'anak', 'sekolah', 'tidak', 'bisa', 'subscribe', 'phi', 'gulf', 'karena', 'anak', 'sekolah', 'yang', 'terbatas', 'daring', 'tidak', 'dapat', 'uang', 'jajan', 'aku', 'ingin', 'biar', 'bisa', 'ngesupport', 'semua', 'projectnya', 'phi', 'gulf', 'mau', 'bantu', 'ikut', 'streaming', 'video', 'videonya', 'kadang', 'cuma', 'bantu', 'ngeup', 'lewat', 'rtan', 'saja', 'sama', 'ssan']","['anak', 'subscribe', 'phi', 'gulf', 'anak', 'terbatas', 'uang', 'jajan', 'biar', 'ngesupport', 'projectnya', 'phi', 'gulf', 'bantu', 'streaming', 'video', 'videonya', 'kadang', 'bantu', 'ngeup', 'rtan', 'ssan']","['anak', 'subscribe', 'phi', 'gulf', 'anak', 'batas', 'uang', 'jajan', 'biar', 'ngesupport', 'projectnya', 'phi', 'gulf', 'bantu', 'streaming', 'video', 'video', 'kadang', 'bantu', 'ngeup', 'rtan', 'ssan']",1
hal pertama yang aku lakuin ke kelas baru waktu ngajar itu perkenalan cari murid yg mles belajar yg nakal buat aku ajak sharing buat dia nyaman dan menjadikan kita teman but ketika ngajar daring itu gak bisa dilakuin lngsung aja belajar,"['hal', 'pertama', 'yang', 'aku', 'lakuin', 'ke', 'kelas', 'baru', 'waktu', 'ngajar', 'itu', 'perkenalan', 'cari', 'murid', 'yg', 'mles', 'belajar', 'yg', 'nakal', 'buat', 'aku', 'ajak', 'sharing', 'buat', 'dia', 'nyaman', 'dan', 'menjadikan', 'kita', 'teman', 'but', 'ketika', 'ngajar', 'daring', 'itu', 'gak', 'bisa', 'dilakuin', 'lngsung', 'aja', 'belajar']","['hal', 'pertama', 'yang', 'aku', 'lakuin', 'ke', 'kelas', 'baru', 'waktu', 'mengajar', 'itu', 'perkenalan', 'cari', 'murid', 'yang', 'mles', 'belajar', 'yang', 'nakal', 'buat', 'aku', 'ajak', 'sharing', 'buat', 'dia', 'nyaman', 'dan', 'menjadikan', 'kita', 'teman', 'but', 'ketika', 'mengajar', 'daring', 'itu', 'tidak', 'bisa', 'dilakuin', 'lngsung', 'saja', 'belajar']","['lakuin', 'kelas', 'mengajar', 'perkenalan', 'cari', 'murid', 'mles', 'nakal', 'ajak', 'sharing', 'nyaman', 'menjadikan', 'teman', 'but', 'mengajar', 'dilakuin', 'lngsung']","['lakuin', 'kelas', 'ajar', 'kenal', 'cari', 'murid', 'mles', 'nakal', 'ajak', 'sharing', 'nyaman', 'jadi', 'teman', 'but', 'ajar', 'dilakuin', 'lngsung']",1
loh loh,"['loh', 'loh']","['loh', 'loh']","['loh', 'loh']","['loh', 'loh']",1
menurutku kalo udah sampe taraf kuliah laptop pribadi juga merupakan hal penting bukan bermaksud apa apa biar lebih memudahkan aja dalam mengerjakan sesuatu gitu terlebih dalam daring seperti ini dan apalagi dalam jurusan informatika yang nantiya sering ngoding,"['menurutku', 'kalo', 'udah', 'sampe', 'taraf', 'kuliah', 'laptop', 'pribadi', 'juga', 'merupakan', 'hal', 'penting', 'bukan', 'bermaksud', 'apa', 'apa', 'biar', 'lebih', 'memudahkan', 'aja', 'dalam', 'mengerjakan', 'sesuatu', 'gitu', 'terlebih', 'dalam', 'daring', 'seperti', 'ini', 'dan', 'apalagi', 'dalam', 'jurusan', 'informatika', 'yang', 'nantiya', 'sering', 'ngoding']","['menurutku', 'kalau', 'sudah', 'sampai', 'taraf', 'kuliah', 'laptop', 'pribadi', 'juga', 'merupakan', 'hal', 'penting', 'bukan', 'bermaksud', 'apa', 'apa', 'biar', 'lebih', 'memudahkan', 'saja', 'dalam', 'mengerjakan', 'sesuatu', 'begitu', 'terlebih', 'dalam', 'daring', 'seperti', 'ini', 'dan', 'apalagi', 'dalam', 'jurusan', 'informatika', 'yang', 'nantiya', 'sering', 'ngoding']","['menurutku', 'taraf', 'laptop', 'pribadi', 'biar', 'memudahkan', 'jurusan', 'informatika', 'nantiya', 'ngoding']","['turut', 'taraf', 'laptop', 'pribadi', 'biar', 'mudah', 'jurus', 'informatika', 'nantiya', 'ngoding']",1
makanya sekolah jangan tatap muka pada ngeyel sih akhirnya jadi cluster baru mustinya sekolah daring seperti ini pasti aman,"['makanya', 'sekolah', 'jangan', 'tatap', 'muka', 'pada', 'ngeyel', 'sih', 'akhirnya', 'jadi', 'cluster', 'baru', 'mustinya', 'sekolah', 'daring', 'seperti', 'ini', 'pasti', 'aman']","['makanya', 'sekolah', 'jangan', 'tatap', 'muka', 'pada', 'tidak mau mengalah', 'sih', 'akhirnya', 'jadi', 'cluster', 'baru', 'mustinya', 'sekolah', 'daring', 'seperti', 'ini', 'pasti', 'aman']","['tatap', 'muka', 'tidak mau mengalah', 'sih', 'cluster', 'mustinya', 'aman']","['tatap', 'muka', 'tidak mau kalah', 'sih', 'cluster', 'mustinya', 'aman']",1
daring malem ini belajar curhat ngomong gak jelasilang ilangan wkwkw,"['daring', 'malem', 'ini', 'belajar', 'curhat', 'ngomong', 'gak', 'jelasilang', 'ilangan', 'wkwkw']","['daring', 'malam', 'ini', 'belajar', 'curahan hati', 'bicara', 'tidak', 'jelasilang', 'ilangan', 'tertawa']","['malam', 'curahan hati', 'bicara', 'jelasilang', 'ilangan', 'tertawa']","['malam', 'curah hati', 'bicara', 'jelasilang', 'ilangan', 'tertawa']",1
kalo daring gini kan masih bisa ujian dikit buka google kalo kuliah luring gimana,"['kalo', 'daring', 'gini', 'kan', 'masih', 'bisa', 'ujian', 'dikit', 'buka', 'google', 'kalo', 'kuliah', 'luring', 'gimana']","['kalau', 'daring', 'begini', 'kan', 'masih', 'bisa', 'ujian', 'sedikit', 'buka', 'google', 'kalau', 'kuliah', 'luring', 'bagaimana']","['ujian', 'buka', 'google', 'luring']","['uji', 'buka', 'google', 'luring']",1
pagi abahizin ikut ini ke anak saya lagi belajar daringwalaupun kondisi abangnya lagi sakit tetap dia semangat buat daring tapi susahnya hp yg saat ini sering eror batrainya gembungjd agak lama klau mengumpulkan tugas apa lg saat zoomsering di tegur gurunya,"['pagi', 'abahizin', 'ikut', 'ini', 'ke', 'anak', 'saya', 'lagi', 'belajar', 'daringwalaupun', 'kondisi', 'abangnya', 'lagi', 'sakit', 'tetap', 'dia', 'semangat', 'buat', 'daring', 'tapi', 'susahnya', 'hp', 'yg', 'saat', 'ini', 'sering', 'eror', 'batrainya', 'gembungjd', 'agak', 'lama', 'klau', 'mengumpulkan', 'tugas', 'apa', 'lg', 'saat', 'zoomsering', 'di', 'tegur', 'gurunya']","['pagi', 'abahizin', 'ikut', 'ini', 'ke', 'anak', 'saya', 'lagi', 'belajar', 'daringwalaupun', 'kondisi', 'abangnya', 'lagi', 'sakit', 'tetap', 'dia', 'semangat', 'buat', 'daring', 'tapi', 'susahnya', 'hp', 'yang', 'saat', 'ini', 'sering', 'eror', 'batrainya', 'gembungjd', 'agak', 'lama', 'kalau', 'mengumpulkan', 'tugas', 'apa', 'lagi', 'saat', 'zoom sering', 'di', 'tegur', 'gurunya']","['pagi', 'abahizin', 'anak', 'daringwalaupun', 'kondisi', 'abangnya', 'sakit', 'semangat', 'susahnya', 'hp', 'eror', 'batrainya', 'gembungjd', 'mengumpulkan', 'tugas', 'zoom sering', 'tegur', 'gurunya']","['pagi', 'abahizin', 'anak', 'daringwalaupun', 'kondisi', 'abang', 'sakit', 'semangat', 'susah', 'hp', 'eror', 'batrainya', 'gembungjd', 'kumpul', 'tugas', 'zoom sering', 'tegur', 'guru']",-1
alhamdulillah selamat atas hasil snmptn nya yaaku juga pejuang snmptn yang belum dapet kesempatan untuk jadi maba dari jalur ini sejujurnya bingung untuk buat mood belajar lagi karena semua daring jadi jarang buat bisa diskusi sama teman ataupun guru i hope i can get the,"['alhamdulillah', 'selamat', 'atas', 'hasil', 'snmptn', 'nya', 'yaaku', 'juga', 'pejuang', 'snmptn', 'yang', 'belum', 'dapet', 'kesempatan', 'untuk', 'jadi', 'maba', 'dari', 'jalur', 'ini', 'sejujurnya', 'bingung', 'untuk', 'buat', 'mood', 'belajar', 'lagi', 'karena', 'semua', 'daring', 'jadi', 'jarang', 'buat', 'bisa', 'diskusi', 'sama', 'teman', 'ataupun', 'guru', 'i', 'hope', 'i', 'can', 'get', 'the']","['alhamdulillah', 'selamat', 'atas', 'hasil', 'snmptn', 'nya', 'yaaku', 'juga', 'pejuang', 'snmptn', 'yang', 'belum', 'dapat', 'kesempatan', 'untuk', 'jadi', 'mahasiswa baru', 'dari', 'jalur', 'ini', 'sejujurnya', 'bingung', 'untuk', 'buat', 'mood', 'belajar', 'lagi', 'karena', 'semua', 'daring', 'jadi', 'jarang', 'buat', 'bisa', 'diskusi', 'sama', 'teman', 'ataupun', 'guru', 'i', 'hope', 'i', 'belum', 'get', 'the']","['alhamdulillah', 'selamat', 'hasil', 'snmptn', 'nya', 'yaaku', 'pejuang', 'snmptn', 'kesempatan', 'mahasiswa baru', 'jalur', 'sejujurnya', 'bingung', 'mood', 'jarang', 'diskusi', 'teman', 'guru', 'i', 'hope', 'i', 'get', 'the']","['alhamdulillah', 'selamat', 'hasil', 'snmptn', 'nya', 'yaaku', 'juang', 'snmptn', 'sempat', 'mahasiswa baru', 'jalur', 'jujur', 'bingung', 'mood', 'jarang', 'diskusi', 'teman', 'guru', 'i', 'hope', 'i', 'get', 'the']",1
kalian mahasiswa angkatan selama daring apa udh pernah ketemu temen kuliah in real life,"['kalian', 'mahasiswa', 'angkatan', 'selama', 'daring', 'apa', 'udh', 'pernah', 'ketemu', 'temen', 'kuliah', 'in', 'real', 'life']","['kalian', 'mahasiswa', 'angkatan', 'selama', 'daring', 'apa', 'sudah', 'pernah', 'ketemu', 'teman', 'kuliah', 'in', 'real', 'life']","['mahasiswa', 'angkatan', 'ketemu', 'teman', 'in', 'real', 'life']","['mahasiswa', 'angkat', 'ketemu', 'teman', 'in', 'real', 'life']",1
gue sekolah di it kelamaan daring guru gimana kabarnya anak anak me baik bu guru gimana kabarnya anak anak me n my friend alhamdulillah luar biasa tetap semangat allahuakbar,"['gue', 'sekolah', 'di', 'it', 'kelamaan', 'daring', 'guru', 'gimana', 'kabarnya', 'anak', 'anak', 'me', 'baik', 'bu', 'guru', 'gimana', 'kabarnya', 'anak', 'anak', 'me', 'n', 'my', 'friend', 'alhamdulillah', 'luar', 'biasa', 'tetap', 'semangat', 'allahuakbar']","['saya', 'sekolah', 'di', 'it', 'kelamaan', 'daring', 'guru', 'bagaimana', 'kabarnya', 'anak', 'anak', 'me', 'baik', 'bu', 'guru', 'bagaimana', 'kabarnya', 'anak', 'anak', 'me', 'dan', 'my', 'friend', 'alhamdulillah', 'luar', 'biasa', 'tetap', 'semangat', 'allahuakbar']","['it', 'guru', 'kabarnya', 'anak', 'anak', 'me', 'bu', 'guru', 'kabarnya', 'anak', 'anak', 'me', 'my', 'friend', 'alhamdulillah', 'semangat', 'allahuakbar']","['it', 'guru', 'kabar', 'anak', 'anak', 'me', 'bu', 'guru', 'kabar', 'anak', 'anak', 'me', 'my', 'friend', 'alhamdulillah', 'semangat', 'allahuakbar']",1
udh siap belajar daring wkwk,"['udh', 'siap', 'belajar', 'daring', 'wkwk']","['sudah', 'siap', 'belajar', 'daring', 'tertawa']",['tertawa'],['tertawa'],1
adekku semester lalu selama sekolah daring ga ngerjain tugas alhasil pas mau uas kelabakan ngerjain dan itu banyak banget padahal dia pinter cuma malesnya itu loh dan ya karena ortuku dua nya kerja sedangkan aku lagi kulon aku yg harus handle adekku,"['adekku', 'semester', 'lalu', 'selama', 'sekolah', 'daring', 'ga', 'ngerjain', 'tugas', 'alhasil', 'pas', 'mau', 'uas', 'kelabakan', 'ngerjain', 'dan', 'itu', 'banyak', 'banget', 'padahal', 'dia', 'pinter', 'cuma', 'malesnya', 'itu', 'loh', 'dan', 'ya', 'karena', 'ortuku', 'dua', 'nya', 'kerja', 'sedangkan', 'aku', 'lagi', 'kulon', 'aku', 'yg', 'harus', 'handle', 'adekku']","['adekku', 'semester', 'lalu', 'selama', 'sekolah', 'daring', 'tidak', 'mengerjakan', 'tugas', 'alhasil', 'pas', 'mau', 'uas', 'kelabakan', 'mengerjakan', 'dan', 'itu', 'banyak', 'sekali', 'padahal', 'dia', 'pinter', 'cuma', 'malesnya', 'itu', 'loh', 'dan', 'iya', 'karena', 'orang tuaku', 'dua', 'nya', 'kerja', 'sedangkan', 'aku', 'lagi', 'kulon', 'aku', 'yang', 'harus', 'handle', 'adekku']","['adekku', 'semester', 'tugas', 'alhasil', 'pas', 'uas', 'kelabakan', 'pinter', 'malesnya', 'loh', 'orang tuaku', 'nya', 'kerja', 'kulon', 'handle', 'adekku']","['adekku', 'semester', 'tugas', 'alhasil', 'pas', 'uas', 'laba', 'pinter', 'malesnya', 'loh', 'orang tua', 'nya', 'kerja', 'kulon', 'handle', 'adekku']",1
