Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
moots wajar gk si kalau belajar daring materi ad yang masuk ad yang ngga,"['moots', 'wajar', 'gk', 'si', 'kalau', 'belajar', 'daring', 'materi', 'ad', 'yang', 'masuk', 'ad', 'yang', 'ngga']","['moots', 'wajar', 'tidak', 'si', 'kalau', 'belajar', 'daring', 'materi', 'ada', 'yang', 'masuk', 'ada', 'yang', 'tidak']","['moots', 'wajar', 'si', 'materi', 'masuk']","['moots', 'wajar', 'si', 'materi', 'masuk']",1
menurut data pokok pendidikan dapodik kementerian pendidikan dan kebudayaan republik indonesia sekitar siswasiswi tidak memiliki ponsel untuk belajar daring wah fakta yang disayangkan sekali ya sahabat,"['menurut', 'data', 'pokok', 'pendidikan', 'dapodik', 'kementerian', 'pendidikan', 'dan', 'kebudayaan', 'republik', 'indonesia', 'sekitar', 'siswasiswi', 'tidak', 'memiliki', 'ponsel', 'untuk', 'belajar', 'daring', 'wah', 'fakta', 'yang', 'disayangkan', 'sekali', 'ya', 'sahabat']","['menurut', 'data', 'pokok', 'pendidikan', 'dapodik', 'kementerian', 'pendidikan', 'dan', 'kebudayaan', 'republik', 'indonesia', 'sekitar', 'siswa siswi', 'tidak', 'memiliki', 'telepon seluler', 'untuk', 'belajar', 'daring', 'wah', 'fakta', 'yang', 'disayangkan', 'sekali', 'iya', 'sahabat']","['data', 'pokok', 'pendidikan', 'dapodik', 'kementerian', 'pendidikan', 'kebudayaan', 'republik', 'indonesia', 'siswa siswi', 'memiliki', 'telepon seluler', 'fakta', 'disayangkan', 'sahabat']","['data', 'pokok', 'didik', 'dapodik', 'menteri', 'didik', 'budaya', 'republik', 'indonesia', 'siswa siswi', 'milik', 'telepon seluler', 'fakta', 'sayang', 'sahabat']",1
sahabat nub setuju bukan bahwa ada berbagai tantangan yang perlu dihadapi di masa pembelajaran jarak jauh pjj faktanya banyak anakanak di indonesia yang belum memiliki akses pembelajaran yang memadai untuk sekolah secara daring,"['sahabat', 'nub', 'setuju', 'bukan', 'bahwa', 'ada', 'berbagai', 'tantangan', 'yang', 'perlu', 'dihadapi', 'di', 'masa', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'faktanya', 'banyak', 'anakanak', 'di', 'indonesia', 'yang', 'belum', 'memiliki', 'akses', 'pembelajaran', 'yang', 'memadai', 'untuk', 'sekolah', 'secara', 'daring']","['sahabat', 'nub', 'setuju', 'bukan', 'bahwa', 'ada', 'berbagai', 'tantangan', 'yang', 'perlu', 'dihadapi', 'di', 'masa', 'pembelajaran', 'jarak', 'jauh', 'pembelajaran jarak jauh', 'faktanya', 'banyak', 'anak anak', 'di', 'indonesia', 'yang', 'belum', 'memiliki', 'akses', 'pembelajaran', 'yang', 'memadai', 'untuk', 'sekolah', 'secara', 'daring']","['sahabat', 'nub', 'setuju', 'tantangan', 'dihadapi', 'pembelajaran', 'jarak', 'pembelajaran jarak jauh', 'faktanya', 'anak anak', 'indonesia', 'memiliki', 'akses', 'pembelajaran', 'memadai']","['sahabat', 'nub', 'tuju', 'tantang', 'hadap', 'ajar', 'jarak', 'ajar jarak jauh', 'fakta', 'anak anak', 'indonesia', 'milik', 'akses', 'ajar', 'pada']",1
waktu daring pas libur mau belajar materi yang belum ngerti pas udah libur rebahann drakorann twitter terusss,"['waktu', 'daring', 'pas', 'libur', 'mau', 'belajar', 'materi', 'yang', 'belum', 'ngerti', 'pas', 'udah', 'libur', 'rebahann', 'drakorann', 'twitter', 'terusss']","['waktu', 'daring', 'pas', 'libur', 'mau', 'belajar', 'materi', 'yang', 'belum', 'mengerti', 'pas', 'sudah', 'libur', 'rebahann', 'drakorann', 'twitter', 'terusss']","['pas', 'libur', 'materi', 'mengerti', 'pas', 'libur', 'rebahann', 'drakorann', 'twitter', 'terusss']","['pas', 'libur', 'materi', 'erti', 'pas', 'libur', 'rebahann', 'drakorann', 'twitter', 'terusss']",1
alhamdulillah anak didikku mendapat nilai memuaskan meskipun daring peraturan disekolah tetap terlaksana belajar untuk jujur karena jujur tidak memandang tempat terima kasih banyak untuk kalian yg semangat belajar karena allah,"['alhamdulillah', 'anak', 'didikku', 'mendapat', 'nilai', 'memuaskan', 'meskipun', 'daring', 'peraturan', 'disekolah', 'tetap', 'terlaksana', 'belajar', 'untuk', 'jujur', 'karena', 'jujur', 'tidak', 'memandang', 'tempat', 'terima', 'kasih', 'banyak', 'untuk', 'kalian', 'yg', 'semangat', 'belajar', 'karena', 'allah']","['alhamdulillah', 'anak', 'didikku', 'mendapat', 'nilai', 'memuaskan', 'meskipun', 'daring', 'peraturan', 'disekolah', 'tetap', 'terlaksana', 'belajar', 'untuk', 'jujur', 'karena', 'jujur', 'tidak', 'memandang', 'tempat', 'terima', 'kasih', 'banyak', 'untuk', 'kalian', 'yang', 'semangat', 'belajar', 'karena', 'allah']","['alhamdulillah', 'anak', 'didikku', 'nilai', 'memuaskan', 'peraturan', 'disekolah', 'terlaksana', 'jujur', 'jujur', 'memandang', 'terima', 'kasih', 'semangat', 'allah']","['alhamdulillah', 'anak', 'didik', 'nilai', 'muas', 'atur', 'seko', 'laksana', 'jujur', 'jujur', 'pandang', 'terima', 'kasih', 'semangat', 'allah']",1
yang jelas covid ini tujuannya untuk menghancurkan moral generasi muda sekolah dengan daring hp ditangan mereka setiap hari apakah orang tua bisa mendampingi anak anak setiap saatgame online situs situs yang belum pantas mereka lihat menjadi santapan mereka tiap hari,"['yang', 'jelas', 'covid', 'ini', 'tujuannya', 'untuk', 'menghancurkan', 'moral', 'generasi', 'muda', 'sekolah', 'dengan', 'daring', 'hp', 'ditangan', 'mereka', 'setiap', 'hari', 'apakah', 'orang', 'tua', 'bisa', 'mendampingi', 'anak', 'anak', 'setiap', 'saatgame', 'online', 'situs', 'situs', 'yang', 'belum', 'pantas', 'mereka', 'lihat', 'menjadi', 'santapan', 'mereka', 'tiap', 'hari']","['yang', 'jelas', 'covid', 'ini', 'tujuannya', 'untuk', 'menghancurkan', 'moral', 'generasi', 'muda', 'sekolah', 'dengan', 'daring', 'hp', 'ditangan', 'mereka', 'setiap', 'hari', 'apakah', 'orang', 'tua', 'bisa', 'mendampingi', 'anak', 'anak', 'setiap', 'saatgame', 'online', 'situs', 'situs', 'yang', 'belum', 'pantas', 'mereka', 'lihat', 'menjadi', 'santapan', 'mereka', 'tiap', 'hari']","['covid', 'tujuannya', 'menghancurkan', 'moral', 'generasi', 'muda', 'hp', 'ditangan', 'orang', 'tua', 'mendampingi', 'anak', 'anak', 'saatgame', 'online', 'situs', 'situs', 'lihat', 'santapan']","['covid', 'tuju', 'hancur', 'moral', 'generasi', 'muda', 'hp', 'tang', 'orang', 'tua', 'damping', 'anak', 'anak', 'saatgame', 'online', 'situs', 'situs', 'lihat', 'santap']",-1
smk udah hopeless bgt ga paham apa apa penginnya belajar materi kelas sma aja udah mana daring smk daring ga efektif juga ya,"['smk', 'udah', 'hopeless', 'bgt', 'ga', 'paham', 'apa', 'apa', 'penginnya', 'belajar', 'materi', 'kelas', 'sma', 'aja', 'udah', 'mana', 'daring', 'smk', 'daring', 'ga', 'efektif', 'juga', 'ya']","['smk', 'sudah', 'hopeless', 'sekali', 'tidak', 'paham', 'apa', 'apa', 'penginnya', 'belajar', 'materi', 'kelas', 'sama', 'saja', 'sudah', 'mana', 'daring', 'smk', 'daring', 'tidak', 'efektif', 'juga', 'iya']","['smk', 'hopeless', 'paham', 'penginnya', 'materi', 'kelas', 'smk', 'efektif']","['smk', 'hopeless', 'paham', 'pengin', 'materi', 'kelas', 'smk', 'efektif']",-1
iyasih benerr sebenarnya sama sama ribet sih kalo oflen bakal bikin mood berantakan karna dah terlalu nyaman sekolah daring tapi kalo onlen ya sama aja materi susah masuk ke otak,"['iyasih', 'benerr', 'sebenarnya', 'sama', 'sama', 'ribet', 'sih', 'kalo', 'oflen', 'bakal', 'bikin', 'mood', 'berantakan', 'karna', 'dah', 'terlalu', 'nyaman', 'sekolah', 'daring', 'tapi', 'kalo', 'onlen', 'ya', 'sama', 'aja', 'materi', 'susah', 'masuk', 'ke', 'otak']","['iya sih', 'benerr', 'sebenarnya', 'sama', 'sama', 'ribet', 'sih', 'kalau', 'oflen', 'bakal', 'membuat', 'mood', 'berantakan', 'karena', 'deh', 'terlalu', 'nyaman', 'sekolah', 'daring', 'tapi', 'kalau', 'online', 'iya', 'sama', 'saja', 'materi', 'susah', 'masuk', 'ke', 'otak']","['iya sih', 'benerr', 'ribet', 'sih', 'oflen', 'mood', 'berantakan', 'deh', 'nyaman', 'online', 'materi', 'susah', 'masuk', 'otak']","['iya sih', 'benerr', 'ribet', 'sih', 'oflen', 'mood', 'beranta', 'deh', 'nyaman', 'online', 'materi', 'susah', 'masuk', 'otak']",1
perjuangan banget ya kak para siswa dan siswi di saat pandemi seperti ini jgn khawatir kak smartfren akan terus mengembangkan jaringan supaya bisa dinikmati oleh seluruh pelosok negeri agar pelanggan setia smartfren dapat dengan nyaman belajar daring di rumah,"['perjuangan', 'banget', 'ya', 'kak', 'para', 'siswa', 'dan', 'siswi', 'di', 'saat', 'pandemi', 'seperti', 'ini', 'jgn', 'khawatir', 'kak', 'smartfren', 'akan', 'terus', 'mengembangkan', 'jaringan', 'supaya', 'bisa', 'dinikmati', 'oleh', 'seluruh', 'pelosok', 'negeri', 'agar', 'pelanggan', 'setia', 'smartfren', 'dapat', 'dengan', 'nyaman', 'belajar', 'daring', 'di', 'rumah']","['perjuangan', 'sekali', 'iya', 'kak', 'para', 'siswa', 'dan', 'siswi', 'di', 'saat', 'pandemi', 'seperti', 'ini', 'jangan', 'khawatir', 'kak', 'smartfren', 'akan', 'terus', 'mengembangkan', 'jaringan', 'supaya', 'bisa', 'dinikmati', 'oleh', 'seluruh', 'pelosok', 'negeri', 'agar', 'pelanggan', 'setia', 'smartfren', 'dapat', 'dengan', 'nyaman', 'belajar', 'daring', 'di', 'rumah']","['perjuangan', 'kak', 'siswa', 'siswi', 'pandemi', 'khawatir', 'kak', 'smartfren', 'mengembangkan', 'jaringan', 'dinikmati', 'pelosok', 'negeri', 'pelanggan', 'setia', 'smartfren', 'nyaman', 'rumah']","['juang', 'kak', 'siswa', 'siswi', 'pandemi', 'khawatir', 'kak', 'smartfren', 'kembang', 'jaring', 'nikmat', 'pelosok', 'negeri', 'langgan', 'setia', 'smartfren', 'nyaman', 'rumah']",1
se males males nya gua sekolah bakalan kangen sama nih sekolah sumpah ga boong bakalan kangen sama rame nya anak anak di kelas kangen pas devile mau sholat dhuhur kangen pas dihukum bareng bakalan nangis kalo gua kangen suatu hari kls waktu terakhir eh malah daring,"['se', 'males', 'males', 'nya', 'gua', 'sekolah', 'bakalan', 'kangen', 'sama', 'nih', 'sekolah', 'sumpah', 'ga', 'boong', 'bakalan', 'kangen', 'sama', 'rame', 'nya', 'anak', 'anak', 'di', 'kelas', 'kangen', 'pas', 'devile', 'mau', 'sholat', 'dhuhur', 'kangen', 'pas', 'dihukum', 'bareng', 'bakalan', 'nangis', 'kalo', 'gua', 'kangen', 'suatu', 'hari', 'kls', 'waktu', 'terakhir', 'eh', 'malah', 'daring']","['se', 'malas', 'malas', 'nya', 'saya', 'sekolah', 'akan', 'kangen', 'sama', 'ini', 'sekolah', 'sumpah', 'tidak', 'boong', 'akan', 'kangen', 'sama', 'ramai', 'nya', 'anak', 'anak', 'di', 'kelas', 'kangen', 'pas', 'devile', 'mau', 'sholat', 'dhuhur', 'kangen', 'pas', 'dihukum', 'bareng', 'akan', 'menangis', 'kalau', 'saya', 'kangen', 'suatu', 'hari', 'kelas', 'waktu', 'terakhir', 'eh', 'bahkan', 'daring']","['malas', 'malas', 'nya', 'kangen', 'sumpah', 'boong', 'kangen', 'ramai', 'nya', 'anak', 'anak', 'kelas', 'kangen', 'pas', 'devile', 'sholat', 'dhuhur', 'kangen', 'pas', 'dihukum', 'bareng', 'menangis', 'kangen', 'kelas', 'eh']","['malas', 'malas', 'nya', 'kangen', 'sumpah', 'boong', 'kangen', 'ramai', 'nya', 'anak', 'anak', 'kelas', 'kangen', 'pas', 'devile', 'sholat', 'dhuhur', 'kangen', 'pas', 'hukum', 'bareng', 'menang', 'kangen', 'kelas', 'eh']",-1
yh ak belajar tp g bisa apalagi smnjak daring ini gurunya g ngajarin cm ceramah akidah akhlak,"['yh', 'ak', 'belajar', 'tp', 'g', 'bisa', 'apalagi', 'smnjak', 'daring', 'ini', 'gurunya', 'g', 'ngajarin', 'cm', 'ceramah', 'akidah', 'akhlak']","['yah', 'saya', 'belajar', 'tapi', 'tidak', 'bisa', 'apalagi', 'smnjak', 'daring', 'ini', 'gurunya', 'tidak', 'mengajari', 'hanya', 'ceramah', 'akidah', 'akhlak']","['yah', 'smnjak', 'gurunya', 'mengajari', 'ceramah', 'akidah', 'akhlak']","['yah', 'smnjak', 'guru', 'ajar', 'ceramah', 'akidah', 'akhlak']",1
done kak semoga rezeki aku aku butuh mipinya untuk aku maksimalin belajar di masa masa daring ini dan untuk belajar utbk sama ikutan dan pahami toto nya,"['done', 'kak', 'semoga', 'rezeki', 'aku', 'aku', 'butuh', 'mipinya', 'untuk', 'aku', 'maksimalin', 'belajar', 'di', 'masa', 'masa', 'daring', 'ini', 'dan', 'untuk', 'belajar', 'utbk', 'sama', 'ikutan', 'dan', 'pahami', 'toto', 'nya']","['done', 'kak', 'semoga', 'rezeki', 'aku', 'aku', 'butuh', 'mipinya', 'untuk', 'aku', 'maksimalin', 'belajar', 'di', 'masa', 'masa', 'daring', 'ini', 'dan', 'untuk', 'belajar', 'utbk', 'sama', 'ikutan', 'dan', 'pahami', 'toto', 'nya']","['done', 'kak', 'semoga', 'rezeki', 'butuh', 'mipinya', 'maksimalin', 'utbk', 'ikutan', 'pahami', 'toto', 'nya']","['done', 'kak', 'moga', 'rezeki', 'butuh', 'mipinya', 'maksimalin', 'utbk', 'ikut', 'paham', 'toto', 'nya']",1
keponakan gue kan lagi pts terus disuruh gambar tema pendidikan karena dia gak bisa gambar gue turun tangan gue gambarin tentang belajar secara daring udah bagusbagus gue gambar die warnainnya kek ogahogahankan gue males kalo mau bantuin lagi karya gue terabaikan,"['keponakan', 'gue', 'kan', 'lagi', 'pts', 'terus', 'disuruh', 'gambar', 'tema', 'pendidikan', 'karena', 'dia', 'gak', 'bisa', 'gambar', 'gue', 'turun', 'tangan', 'gue', 'gambarin', 'tentang', 'belajar', 'secara', 'daring', 'udah', 'bagusbagus', 'gue', 'gambar', 'die', 'warnainnya', 'kek', 'ogahogahankan', 'gue', 'males', 'kalo', 'mau', 'bantuin', 'lagi', 'karya', 'gue', 'terabaikan']","['keponakan', 'saya', 'kan', 'lagi', 'penilaian tengah semester', 'terus', 'disuruh', 'gambar', 'tema', 'pendidikan', 'karena', 'dia', 'tidak', 'bisa', 'gambar', 'saya', 'turun', 'tangan', 'saya', 'gambarin', 'tentang', 'belajar', 'secara', 'daring', 'sudah', 'bagusbagus', 'saya', 'gambar', 'die', 'warnainnya', 'seperti', 'ogahogahankan', 'saya', 'malas', 'kalau', 'mau', 'bantuin', 'lagi', 'karya', 'saya', 'terabaikan']","['keponakan', 'penilaian tengah semester', 'disuruh', 'gambar', 'tema', 'pendidikan', 'gambar', 'turun', 'tangan', 'gambarin', 'bagusbagus', 'gambar', 'die', 'warnainnya', 'ogahogahankan', 'malas', 'bantuin', 'karya', 'terabaikan']","['keponakan', 'nilai tengah semester', 'suruh', 'gambar', 'tema', 'didik', 'gambar', 'turun', 'tangan', 'gambarin', 'bagusbagus', 'gambar', 'die', 'warnainnya', 'ogahogahankan', 'malas', 'bantuin', 'karya', 'abai']",1
ga lah emangnya belajar apa daring daring wkwk,"['ga', 'lah', 'emangnya', 'belajar', 'apa', 'daring', 'daring', 'wkwk']","['tidak', 'lah', 'memangnya', 'belajar', 'apa', 'daring', 'daring', 'tertawa']","['memangnya', 'tertawa']","['memang', 'tertawa']",1
selamat menempuh uts hai libs tidak terasa yah kita sudah memasuki pekan ujian tengah semester meskipun uts diadakan secara daring tetap semangat jangan lupa belajar dan selalu berdoa,"['selamat', 'menempuh', 'uts', 'hai', 'libs', 'tidak', 'terasa', 'yah', 'kita', 'sudah', 'memasuki', 'pekan', 'ujian', 'tengah', 'semester', 'meskipun', 'uts', 'diadakan', 'secara', 'daring', 'tetap', 'semangat', 'jangan', 'lupa', 'belajar', 'dan', 'selalu', 'berdoa']","['selamat', 'menempuh', 'uts', 'hai', 'libs', 'tidak', 'terasa', 'yah', 'kita', 'sudah', 'memasuki', 'pekan', 'ujian', 'tengah', 'semester', 'meskipun', 'uts', 'diadakan', 'secara', 'daring', 'tetap', 'semangat', 'jangan', 'lupa', 'belajar', 'dan', 'selalu', 'berdoa']","['selamat', 'menempuh', 'uts', 'hai', 'libs', 'yah', 'memasuki', 'pekan', 'ujian', 'semester', 'uts', 'diadakan', 'semangat', 'lupa', 'berdoa']","['selamat', 'tempuh', 'uts', 'hai', 'libs', 'yah', 'pasuk', 'pekan', 'uji', 'semester', 'uts', 'ada', 'semangat', 'lupa', 'doa']",1
nugas sekolah daring aja sambil rebahan,"['nugas', 'sekolah', 'daring', 'aja', 'sambil', 'rebahan']","['mengerjakan tugas', 'sekolah', 'daring', 'saja', 'sambil', 'tiduran']","['mengerjakan tugas', 'tiduran']","['kerja tugas', 'tidur']",-1
soal e pkkmb sampe rban nder bayangno ngelompok ndek gracak sak mono akeh e lek kuliah kan iso di shift masuk e dadi ga terlalu rame menurutku se pkkmb ne daring kuliah offline aaamiiin,"['soal', 'e', 'pkkmb', 'sampe', 'rban', 'nder', 'bayangno', 'ngelompok', 'ndek', 'gracak', 'sak', 'mono', 'akeh', 'e', 'lek', 'kuliah', 'kan', 'iso', 'di', 'shift', 'masuk', 'e', 'dadi', 'ga', 'terlalu', 'rame', 'menurutku', 'se', 'pkkmb', 'ne', 'daring', 'kuliah', 'offline', 'aaamiiin']","['soal', 'e', 'pkkmb', 'sampai', 'rban', 'pengirim', 'bayangno', 'ngelompok', 'ndek', 'gracak', 'sak', 'mono', 'akeh', 'e', 'lek', 'kuliah', 'kan', 'iso', 'di', 'shift', 'masuk', 'e', 'dadi', 'tidak', 'terlalu', 'ramai', 'menurutku', 'se', 'pkkmb', 'ini', 'daring', 'kuliah', 'offline', 'aaamiiin']","['e', 'pkkmb', 'rban', 'pengirim', 'bayangno', 'ngelompok', 'ndek', 'gracak', 'sak', 'mono', 'akeh', 'e', 'lek', 'iso', 'shift', 'masuk', 'e', 'dadi', 'ramai', 'menurutku', 'pkkmb', 'offline', 'aaamiiin']","['e', 'pkkmb', 'rban', 'kirim', 'bayangno', 'ngelompok', 'ndek', 'gracak', 'sak', 'mono', 'akeh', 'e', 'lek', 'iso', 'shift', 'masuk', 'e', 'dadi', 'ramai', 'turut', 'pkkmb', 'offline', 'aaamiiin']",-1
gue jg suka di stock in jajanan sma emak buat gue kalo lgi kuliah daring di rmh,"['gue', 'jg', 'suka', 'di', 'stock', 'in', 'jajanan', 'sma', 'emak', 'buat', 'gue', 'kalo', 'lgi', 'kuliah', 'daring', 'di', 'rmh']","['saya', 'juga', 'suka', 'di', 'stock', 'in', 'jajanan', 'sama', 'ibu', 'buat', 'saya', 'kalau', 'lagi', 'kuliah', 'daring', 'di', 'rumah']","['suka', 'stock', 'in', 'jajanan', 'rumah']","['suka', 'stock', 'in', 'jajan', 'rumah']",1
bismillah buat ade gua belajar daring tadz samsung tetap semangat giveaway,"['bismillah', 'buat', 'ade', 'gua', 'belajar', 'daring', 'tadz', 'samsung', 'tetap', 'semangat', 'giveaway']","['bismillah', 'buat', 'ada', 'saya', 'belajar', 'daring', 'tadz', 'samsung', 'tetap', 'semangat', 'giveaway']","['bismillah', 'tadz', 'samsung', 'semangat', 'giveaway']","['bismillah', 'tadz', 'samsung', 'semangat', 'giveaway']",-1
bisa jadi gurunya udah sepuh pandemi ini bikin guru yg sudah sepuh berpikir keras gimana caranya biar bisa belajar daring,"['bisa', 'jadi', 'gurunya', 'udah', 'sepuh', 'pandemi', 'ini', 'bikin', 'guru', 'yg', 'sudah', 'sepuh', 'berpikir', 'keras', 'gimana', 'caranya', 'biar', 'bisa', 'belajar', 'daring']","['bisa', 'jadi', 'gurunya', 'sudah', 'sepuh', 'pandemi', 'ini', 'membuat', 'guru', 'yang', 'sudah', 'sepuh', 'berpikir', 'keras', 'bagaimana', 'caranya', 'biar', 'bisa', 'belajar', 'daring']","['gurunya', 'sepuh', 'pandemi', 'guru', 'sepuh', 'berpikir', 'keras', 'biar']","['guru', 'sepuh', 'pandemi', 'guru', 'sepuh', 'pikir', 'keras', 'biar']",-1
jelaslah mereka happy kan bisa ketemu sama temanteman lagi bisa main bareng mereka lagi bosen tau mereka sekolah daring mulu,"['jelaslah', 'mereka', 'happy', 'kan', 'bisa', 'ketemu', 'sama', 'temanteman', 'lagi', 'bisa', 'main', 'bareng', 'mereka', 'lagi', 'bosen', 'tau', 'mereka', 'sekolah', 'daring', 'mulu']","['jelaslah', 'mereka', 'bahagia', 'kan', 'bisa', 'ketemu', 'sama', 'teman teman', 'lagi', 'bisa', 'main', 'bareng', 'mereka', 'lagi', 'bosan', 'tahu', 'mereka', 'sekolah', 'daring', 'melulu']","['bahagia', 'ketemu', 'teman teman', 'main', 'bareng', 'bosan', 'melulu']","['bahagia', 'ketemu', 'teman teman', 'main', 'bareng', 'bosan', 'melulu']",1
kenalan ama cwe gajelas doi bilang lagi sibuk kuliahpas ditanya kuliah dmana malah bilang lupa karna daring terus dia juga bilang oerg batak tpi ga tau bahasa bataktpi pas ditelfon logat nya batak bgt krisis idenditas ajg cwe baru ngrantau nih keknya,"['kenalan', 'ama', 'cwe', 'gajelas', 'doi', 'bilang', 'lagi', 'sibuk', 'kuliahpas', 'ditanya', 'kuliah', 'dmana', 'malah', 'bilang', 'lupa', 'karna', 'daring', 'terus', 'dia', 'juga', 'bilang', 'oerg', 'batak', 'tpi', 'ga', 'tau', 'bahasa', 'bataktpi', 'pas', 'ditelfon', 'logat', 'nya', 'batak', 'bgt', 'krisis', 'idenditas', 'ajg', 'cwe', 'baru', 'ngrantau', 'nih', 'keknya']","['kenalan', 'sama', 'cwe', 'gajelas', 'dia', 'bilang', 'lagi', 'sibuk', 'kuliahpas', 'ditanya', 'kuliah', 'dmana', 'bahkan', 'bilang', 'lupa', 'karena', 'daring', 'terus', 'dia', 'juga', 'bilang', 'oerg', 'batak', 'tapi', 'tidak', 'tahu', 'bahasa', 'bataktpi', 'pas', 'ditelfon', 'logat', 'nya', 'batak', 'sekali', 'krisis', 'idenditas', 'persetan', 'cwe', 'baru', 'ngrantau', 'ini', 'kayaknya']","['kenalan', 'cwe', 'gajelas', 'bilang', 'sibuk', 'kuliahpas', 'dmana', 'bilang', 'lupa', 'bilang', 'oerg', 'batak', 'bahasa', 'bataktpi', 'pas', 'ditelfon', 'logat', 'nya', 'batak', 'krisis', 'idenditas', 'persetan', 'cwe', 'ngrantau', 'kayaknya']","['kenal', 'cwe', 'gajelas', 'bilang', 'sibuk', 'kuliahpas', 'dmana', 'bilang', 'lupa', 'bilang', 'oerg', 'batak', 'bahasa', 'bataktpi', 'pas', 'ditelfon', 'logat', 'nya', 'batak', 'krisis', 'idenditas', 'persetan', 'cwe', 'ngrantau', 'kayak']",-1
yg sekolah sma di sini udah mulai tatap muka ren walaupun masuknya kyak org kerja masih gtu ga full kalau smp sih belum murid ibuku masih full daring masih simulasi katanya setelah hari raya baru dibuka tatap muka,"['yg', 'sekolah', 'sma', 'di', 'sini', 'udah', 'mulai', 'tatap', 'muka', 'ren', 'walaupun', 'masuknya', 'kyak', 'org', 'kerja', 'masih', 'gtu', 'ga', 'full', 'kalau', 'smp', 'sih', 'belum', 'murid', 'ibuku', 'masih', 'full', 'daring', 'masih', 'simulasi', 'katanya', 'setelah', 'hari', 'raya', 'baru', 'dibuka', 'tatap', 'muka']","['yang', 'sekolah', 'sama', 'di', 'sini', 'sudah', 'mulai', 'tatap', 'muka', 'ren', 'walaupun', 'masuknya', 'kyak', 'orang', 'kerja', 'masih', 'begitu', 'tidak', 'full', 'kalau', 'smp', 'sih', 'belum', 'murid', 'ibuku', 'masih', 'full', 'daring', 'masih', 'simulasi', 'katanya', 'setelah', 'hari', 'raya', 'baru', 'dibuka', 'tatap', 'muka']","['tatap', 'muka', 'ren', 'masuknya', 'kyak', 'orang', 'kerja', 'full', 'smp', 'sih', 'murid', 'ibuku', 'full', 'simulasi', 'raya', 'dibuka', 'tatap', 'muka']","['tatap', 'muka', 'ren', 'masuk', 'kyak', 'orang', 'kerja', 'full', 'smp', 'sih', 'murid', 'ibu', 'full', 'simulasi', 'raya', 'buka', 'tatap', 'muka']",1
daring oh daring kuliah online kok diganti malam kayak open bo aja canda dos,"['daring', 'oh', 'daring', 'kuliah', 'online', 'kok', 'diganti', 'malam', 'kayak', 'open', 'bo', 'aja', 'canda', 'dos']","['daring', 'oh', 'daring', 'kuliah', 'online', 'kok', 'diganti', 'malam', 'seperti', 'open', 'bo', 'saja', 'canda', 'dos']","['oh', 'online', 'diganti', 'malam', 'open', 'bo', 'canda', 'dos']","['oh', 'online', 'ganti', 'malam', 'open', 'bo', 'canda', 'dos']",1
abang im scared ak ngerasa ak doang yg gapunya masa depan temenku punya tujuannya masing abang sebenernya apa tujuanku hidup ak harus apa setelah lulus sekolah daring setahun aja udah jadi parasit bagi org rumah abanggggg pengen jdi batu gamau jdi manusia ribet,"['abang', 'im', 'scared', 'ak', 'ngerasa', 'ak', 'doang', 'yg', 'gapunya', 'masa', 'depan', 'temenku', 'punya', 'tujuannya', 'masing', 'abang', 'sebenernya', 'apa', 'tujuanku', 'hidup', 'ak', 'harus', 'apa', 'setelah', 'lulus', 'sekolah', 'daring', 'setahun', 'aja', 'udah', 'jadi', 'parasit', 'bagi', 'org', 'rumah', 'abanggggg', 'pengen', 'jdi', 'batu', 'gamau', 'jdi', 'manusia', 'ribet']","['abang', 'im', 'scared', 'saya', 'merasa', 'saya', 'saja', 'yang', 'gapunya', 'masa', 'depan', 'temenku', 'punya', 'tujuannya', 'masing', 'abang', 'sebenernya', 'apa', 'tujuanku', 'hidup', 'saya', 'harus', 'apa', 'setelah', 'lulus', 'sekolah', 'daring', 'setahun', 'saja', 'sudah', 'jadi', 'parasit', 'bagi', 'orang', 'rumah', 'abanggggg', 'ingin', 'jadi', 'batu', 'tidak mau', 'jadi', 'manusia', 'ribet']","['abang', 'im', 'scared', 'gapunya', 'temenku', 'tujuannya', 'abang', 'sebenernya', 'tujuanku', 'hidup', 'lulus', 'setahun', 'parasit', 'orang', 'rumah', 'abanggggg', 'batu', 'tidak mau', 'manusia', 'ribet']","['abang', 'im', 'scared', 'gapunya', 'temenku', 'tuju', 'abang', 'sebenernya', 'tuju', 'hidup', 'lulus', 'tahun', 'parasit', 'orang', 'rumah', 'abanggggg', 'batu', 'tidak mau', 'manusia', 'ribet']",-1
ini tuh grgr minggu kemarin sekolah offline ga dapet tugas jadi santai skrng daring lagi jadi kebawa santai,"['ini', 'tuh', 'grgr', 'minggu', 'kemarin', 'sekolah', 'offline', 'ga', 'dapet', 'tugas', 'jadi', 'santai', 'skrng', 'daring', 'lagi', 'jadi', 'kebawa', 'santai']","['ini', 'itu', 'gara gara', 'minggu', 'kemarin', 'sekolah', 'offline', 'tidak', 'dapat', 'tugas', 'jadi', 'santai', 'skrng', 'daring', 'lagi', 'jadi', 'kebawa', 'santai']","['gara gara', 'minggu', 'kemarin', 'offline', 'tugas', 'santai', 'skrng', 'kebawa', 'santai']","['gara gara', 'minggu', 'kemarin', 'offline', 'tugas', 'santai', 'skrng', 'bawa', 'santai']",1
